IdCompra,IdPropietario,IdDocumento,NoDocumento,IdProveedor,RetencionRenta,Concepto,IdTipoCompra,DeducibleServiciosMedicos,DeducibleColegiatura,DeducibleCombustible,DeducibleDonaciones
1312,2,3,179153,100,FALSO,"Compra de Materiales
1 Lata de Sellador super concentrado
1 Lata Oli Stain tionte de aceite
1 Par Bisagra alcayate latonada
1 Pieza Lija Para agua
1 Pieza Lija Americana
5 Pieza Lamina Fibrolit Galaxi
2 Piza Truper Sterra sierra acero plata.",1,FALSO,FALSO,FALSO,FALSO
1313,5,3,452001,124,FALSO,"Compras Varias
1 Tarjeta prepago Alo.-",1,FALSO,FALSO,FALSO,FALSO
1314,5,3,408870,124,FALSO,"Compra de Combustibles y Lubricantes.
Premiun con Techron.",1,FALSO,FALSO,FALSO,FALSO
1315,5,1,994,138,FALSO,"1 Mes de Gimnacio
Correspondiente al 09/05/06 al 09/06/06.",1,FALSO,FALSO,FALSO,FALSO
1316,2,3,106,130,FALSO,"Compra de Materiales
3 Lminas Fibrolit",1,FALSO,FALSO,FALSO,FALSO
1317,2,3,412631,124,FALSO,"Compra de Combustible y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1318,2,3,81664,127,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun Especial",3,FALSO,FALSO,FALSO,FALSO
1319,2,3,5328,53,FALSO,"Compra de Materiales
Receptaculo Bcitino",1,FALSO,FALSO,FALSO,FALSO
1320,2,3,5336,53,FALSO,"Compra de Materiales
Toma doble Bcitino
Toma Macho Aguila
Conductor",1,FALSO,FALSO,FALSO,FALSO
1321,1,1,17394,5,FALSO,"Compra de Materiales
2 Libras de Clavo p/ Madera 1 1/2
3 Libras de Clavo p/ madera de 2  2/1",1,FALSO,FALSO,FALSO,FALSO
1322,2,1,1745494,13,FALSO,"Valor pago de Factura por Consumo de Agua Potable en la casa Ubicada en Colonia Utila, Santa Tecla Nº32",5,FALSO,FALSO,FALSO,FALSO
1323,1,3,6806,183,FALSO,"Servicios Medicos a su Persona
Examen de
Tubo Digestivo Superior",5,FALSO,FALSO,FALSO,FALSO
1324,2,3,356924,15,FALSO,"Compra de Materiales
Pintura
Latex Melocoton
Latex Melocoton
Bale Biggest",1,FALSO,FALSO,FALSO,FALSO
1325,5,3,325571,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1326,2,3,84296,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun especial",3,FALSO,FALSO,FALSO,FALSO
1327,2,3,11459,67,FALSO,"Compra de Materiales
Cincel
Hili Nylon Amarillo",1,FALSO,FALSO,FALSO,FALSO
1329,2,3,357904,15,FALSO,"Compra de materiales
Acido Muriático
Cloro Hipoclorito granulado
Cloro Tricloro Tabletas",1,FALSO,FALSO,FALSO,FALSO
1330,2,3,294414,189,FALSO,"Compra de Materiales
Lamina Lisa
Disco Para Metal
Botella de Acido Muriático",1,FALSO,FALSO,FALSO,FALSO
1331,4,3,972,110,FALSO,Renovación de Dominio OMNI. COM.SV por un año.,3,FALSO,FALSO,FALSO,FALSO
1332,4,3,2903,193,FALSO,"Compra de Varios
1 Pantalon Brow",5,FALSO,FALSO,FALSO,FALSO
1333,4,3,31177,192,FALSO,"Compra de Calsado
2 Pares de Zapatos",5,FALSO,FALSO,FALSO,FALSO
1334,1,3,271,190,FALSO,"Compra de Calzado
2 Pares de Zapatos",5,FALSO,FALSO,FALSO,FALSO
1335,4,3,12965,33,FALSO,"Compra de Varios
Cincho",5,FALSO,FALSO,FALSO,FALSO
1336,1,3,312,1,FALSO,Compra de Mrdicinas,5,FALSO,FALSO,FALSO,FALSO
1337,2,3,210720,185,FALSO,"Compra de Combustibles y Lubricantes
Gasolina super",3,FALSO,FALSO,FALSO,FALSO
1338,2,3,356848,15,FALSO,"Compra de Materiales
Estaño preparado",1,FALSO,FALSO,FALSO,FALSO
1339,5,3,425441,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiuin con techron",3,FALSO,FALSO,FALSO,FALSO
1340,1,3,329198,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina Premian con techron",3,FALSO,FALSO,FALSO,FALSO
1341,1,3,232688,100,FALSO,"Compra de Materiales
Tubo Avasto Coflex 3/8 x 7/835cm
Tubo Avasto Coflex 3/8 x 7/8 35cm
Pegamento Tangit
Válvula control a la pared
Ticino Switch Sencillo Tipo dado",1,FALSO,FALSO,FALSO,FALSO
1342,2,3,63,195,FALSO,"Gastos de Vehiculo
Cambio de Aceite",3,FALSO,FALSO,FALSO,FALSO
1343,4,3,12522,33,FALSO,"Compra de Accesorios Personales
Cincho",5,FALSO,FALSO,FALSO,FALSO
1344,2,3,329882,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1345,2,3,352761,2,FALSO,"Compra de Materiales
Pintura Colonial Esmalte
Thinner Corrientes",1,FALSO,FALSO,FALSO,FALSO
1346,2,3,263,190,FALSO,"Compra de Muebleria
Muebles",3,FALSO,FALSO,FALSO,FALSO
1347,2,3,296664,15,FALSO,"Compra de Materiales
Acc. Repisa",1,FALSO,FALSO,FALSO,FALSO
1348,5,3,331597,124,FALSO,"Compra de Combusatibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1349,1,3,86194,127,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1350,2,3,132322,95,FALSO,"Compra de Materiales
Válvula de Entrada para Inodoro
4 Tornillos
Flotadores de Plastico",1,FALSO,FALSO,FALSO,FALSO
1351,2,3,19571,41,FALSO,"Compra de Combustibles y Lubricantes
Gasolina energy 8000",3,FALSO,FALSO,FALSO,FALSO
1352,2,3,361103,15,FALSO,"Compra de Materiales
Pera Tanque Inodoro
Indusola Eco",1,FALSO,FALSO,FALSO,FALSO
1353,2,3,359271,15,FALSO,"Compra de Materiales
Placa  Toma Trifasico
Tapón Inodoro Aluminio",1,FALSO,FALSO,FALSO,FALSO
1354,2,3,359260,15,FALSO,"Comprar de Materiales
Toma Henbra Trif",1,FALSO,FALSO,FALSO,FALSO
1355,1,3,5485,196,FALSO,"Compra de Lentes
2 Bofocla Flattop Bco-Cr 
1 Estuche Euro Opticas Fanklin
1 Franela Con Logo Franklin (Euro Visión).",5,FALSO,FALSO,FALSO,FALSO
1357,1,3,1722,197,FALSO,"Compra de Repuestos
1 Bateria 22 (65 Amperios)
Electro",3,FALSO,FALSO,FALSO,FALSO
1358,5,3,101909,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1359,1,3,354,1,FALSO,Amlosyn 10mg x 30 tablets,5,FALSO,FALSO,FALSO,FALSO
1360,1,3,362,1,FALSO,"Compra de Medicinas
Avandia 4mg Tab- Tira",5,FALSO,FALSO,FALSO,FALSO
1361,1,3,5484,196,FALSO,"Compra de Lentes
1 Bifocal Blanco end
1 Franela con logo Franklin (Euro Visión)
1 Estuche Rodeo 113",5,FALSO,FALSO,FALSO,FALSO
1362,5,3,430039,124,FALSO,"Compra de Combustibles y Luibricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1363,1,3,334233,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1364,1,1,498727,114,FALSO,"Compra de una Chquera
de la cuenta nº 018-301-0-001162-9",4,FALSO,FALSO,FALSO,FALSO
1365,2,1,6031308,3,FALSO,Valor pago de Factura de teléfono inalambrico correspondiente al mes de Mayo de 2006.-,3,FALSO,FALSO,FALSO,FALSO
1366,2,1,853891,40,FALSO,"Valor pago de factura de cable  de la casa de Colonia Utila
Correspondiente al mes de Junio de 2006.-",3,FALSO,FALSO,FALSO,FALSO
1367,2,3,4452245,3,FALSO,"Valor pago de Factura de consumo de Línea Fija en la Oficina.
Correspondiente al mes del 22 de Abril al 21 de Mayo de 2006.-",3,FALSO,FALSO,FALSO,FALSO
1368,2,1,22152876,12,FALSO,"Valor pago de Factura por consumo de Energía Eléctrica en la Oficina
Correspopndiente al mes de Junio",3,FALSO,FALSO,FALSO,FALSO
1369,2,1,22092737,12,FALSO,Valor Pago de Factura por consumo de Energía Eléctrica en la casa ubicada en Colonia Utila Santa Tecla.,3,FALSO,FALSO,FALSO,FALSO
1370,1,3,4452257,3,FALSO,"Valor pago de Fgactura por consumo de Línea Fija en la casa ubicada en 7a Calle Oriente 3-4 Santa Tecla.
Correspondiente al periodo del 22 de Abril al 21 de MAYO DE 2006,-",3,FALSO,FALSO,FALSO,FALSO
1371,1,1,22152872,12,FALSO,"Valor pago de Impuestos de Alcaldía de la casa de 7a Calle Oriente 3-4, Santa Tecla Correspondiente al mes de Junio 2006.-",3,FALSO,FALSO,FALSO,FALSO
1372,1,1,22152872,12,FALSO,Valor pago de Factura por Consumo de Energía Eléctrica de la casa DE 7a Calle Oriente 3-4 Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
1373,3,3,8077867,12,FALSO,"Valor pago de Factura de Energía Eléctrica en el Rancho ubicada en San Diego, La Libertad.-",3,FALSO,FALSO,FALSO,FALSO
1374,4,1,21920601,134,FALSO,"Valor pago de Factura por consumo de Energía Eléctrica en la casa ubicada en San Miguelito, San Salvador",3,FALSO,FALSO,FALSO,FALSO
1375,1,3,5704,28,FALSO,"Compra de Ppapeleria
2 Resmas de Ppapel Bond Tamaño Carta",3,FALSO,FALSO,FALSO,FALSO
1376,1,3,363833,15,FALSO,"Compra de Materiales
1 Sika Agril Techo Blanco",1,FALSO,FALSO,FALSO,FALSO
1377,2,3,440797,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina Premian con Techron",3,FALSO,FALSO,FALSO,FALSO
1378,2,3,1774,197,FALSO,1 Bateria de 65 Amperios 26,3,FALSO,FALSO,FALSO,FALSO
1379,5,3,459539,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1380,1,3,365398,15,FALSO,"Compra de Accesorios para cortar grama
Tigera corta cepos bellota
fertilizante",1,FALSO,FALSO,FALSO,FALSO
1381,1,3,461525,2,FALSO,"Compra de Varios
Carrier P/Galeria
Nitrofosca
Nitrofosca perfec p/ flores
Abono urea",1,FALSO,FALSO,FALSO,FALSO
1382,1,3,77,150,FALSO,"Compra de Papelería y Utiles
Compra de un cartucho de tinta para impresor",3,FALSO,FALSO,FALSO,FALSO
1383,4,4,,198,FALSO,"Valor pago de Impuestos de Alcaldía de San Salvador
de la casa Ubicada en San Miguelito en 1a Avenida Norte #1267 Zona 8",5,FALSO,FALSO,FALSO,FALSO
1384,1,3,213,4,FALSO,"Compra de Medicamentos
Gasa 3x3 sueltas
Dioxogen ferson 120ml",5,FALSO,FALSO,FALSO,FALSO
1385,2,3,404375,82,FALSO,"Compra de Combustibles y Lubricantes
Gasolina energy 8000",3,FALSO,FALSO,FALSO,FALSO
1386,1,3,344741,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina Premiun con Techron",3,FALSO,FALSO,FALSO,FALSO
1387,1,3,400,1,FALSO,"Compra de Medicinas
Cozaar 50mg tabletas
Amaryl 2.0 x 20 comprimidos",5,FALSO,FALSO,FALSO,FALSO
1388,5,3,336836,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1389,1,3,417,1,FALSO,"Compra de Medicinas
Fungisil sol 20ml
Famotidina 40mg farmanat",5,FALSO,FALSO,FALSO,FALSO
1390,2,1,21733972,13,FALSO,Valor pago de Factura por Consumo de Agua Potable en la Oficina Ubicada en 5a Avenida Norte 4-2 de Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
1391,1,1,2174081,13,FALSO,Valor pago de Factura por consumo de Agua potable en la casa ubicada en Colonia Santa Monica 7a calle oriente 3-4 Santa Tecla,3,FALSO,FALSO,FALSO,FALSO
1392,1,3,437,199,FALSO,"Compra de Papelería y Útiles
12 Folders Tamaño Carta
12 Sobres Blancos Tamaño Oficio
2 Biligrafos Bic Negros",3,FALSO,FALSO,FALSO,FALSO
1393,2,1,58518119,3,FALSO,Valor pago de Factura por Consumo de Teléfono de Línea Fija en la casa Ubicada en 10a Calle Oriente #32 Colonia Utila Santa Tecla y 13 Avenida Sur,3,FALSO,FALSO,FALSO,FALSO
1394,1,3,228665,23,FALSO,Valor pago de Factura por Consumo de Cable e Internet,3,FALSO,FALSO,FALSO,FALSO
1395,1,3,423,1,FALSO,"Compra de Medicinas
Avandia 4mg xtab tira",5,FALSO,FALSO,FALSO,FALSO
1396,5,3,600092,124,FALSO,"Compra de Gasolina
Gasolina premiun con techron",5,FALSO,FALSO,FALSO,FALSO
1397,1,3,470591,15,FALSO,"Compra de Herramientas
1 Cuchara de Albañil
2  Cajas Oredenadoras
2 Exctension
2 Tesa Cinta Epaque
2 Hisrtic Tirro
10m Cinta Teflon
1 par Guante Algodón Tejido
10 Mascarias Polvo Desechable.-",3,FALSO,FALSO,FALSO,FALSO
1398,1,3,470592,15,FALSO,"Compra  varias
2 Histik Tirro
1 Tenaza para Ensalada
2 Acido Muriático
2 Cloro hipoclorito Granulado",5,FALSO,FALSO,FALSO,FALSO
1399,4,1,8271,24,FALSO,Compra de Alimentos,5,FALSO,FALSO,FALSO,FALSO
1400,5,1,5486,24,FALSO,Compras de Productos Ailmentiocios,5,FALSO,FALSO,FALSO,FALSO
1401,5,1,8182,24,FALSO,Compra de Productos Alimenticios,5,FALSO,FALSO,FALSO,FALSO
1402,5,1,8515,24,FALSO,Compra de Productos Ailimenticios,5,FALSO,FALSO,FALSO,FALSO
1403,2,1,899115,40,FALSO,Valor pago por un mes de Cable en la casa Ubicada en Colonia Utila.-,3,FALSO,FALSO,FALSO,FALSO
1404,2,1,2385032,13,FALSO,Valor pago de Factura por Consumo de Agua Poatble en la casa Ubicada en Colonia Utila 10 Calle Oriente y 13 Avenida Sur Numero 32,3,FALSO,FALSO,FALSO,FALSO
1405,1,3,351067,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1406,2,3,26412,41,FALSO,"Copra de Combuistibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1407,1,3,93648,127,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1408,1,3,467,18,FALSO,"Compra de Materiales
45 B-10
1 Bolsa de Cemento
1 Tom,a Polarizado",1,FALSO,FALSO,FALSO,FALSO
1409,1,3,1124,52,FALSO,"Compra de Materiales
12 Dados 10x20 x20",1,FALSO,FALSO,FALSO,FALSO
1410,1,3,472,18,FALSO,"Compra de Materiales
1 Bolsa de Cemento cessa.-",1,FALSO,FALSO,FALSO,FALSO
1411,1,3,353251,124,FALSO,"Compra de Combustibles y Lubricantes.
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1412,1,3,236280,100,FALSO,"Compra de Materiales
2 Piezasa Cemento sellador para techo.-",1,FALSO,FALSO,FALSO,FALSO
1413,2,3,234826,100,FALSO,"Compra de Materiales
1 Pieza de Cemento sellador para techo",1,FALSO,FALSO,FALSO,FALSO
1414,5,3,606296,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1415,2,1,22376933,12,FALSO,Valor pago de Facturas de Comsumode Energía Eléctrica en la casa Ubicada en Colonia Utila.-,3,FALSO,FALSO,FALSO,FALSO
1416,2,1,22376933,12,FALSO,Valor pago de Impuestos de Alcaldía de la casa Ubicada en Colonia Utila Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
1417,2,3,4490941,3,FALSO,Valor pago de Recibo de Teléfono de linea Fija Ubicado en la Oficina,3,FALSO,FALSO,FALSO,FALSO
1418,1,3,469958,15,FALSO,"Compra de Fertilizantes
Fertilizantes universal azul
galeria de gancho pequeño",3,FALSO,FALSO,FALSO,FALSO
1419,1,1,2400537,13,FALSO, Valor pago de factura de comsumo de agua potable en la casa 39 de Residencial Maya.-,1,FALSO,FALSO,FALSO,FALSO
1420,2,1,6107864,3,FALSO,Valor pago de Factura de consumo de telefonia inalambrica,3,FALSO,FALSO,FALSO,FALSO
1421,1,3,4490953,3,FALSO,"Valor pago de consumo de teléfono de linea fija de la casa Ubicada en 7a calle oriente santa monica, Santa Tecla.",3,FALSO,FALSO,FALSO,FALSO
1422,5,3,766,81,FALSO,"Gastos de Ppapeleria
1 Empastado",3,FALSO,FALSO,FALSO,FALSO
1423,1,3,466,1,FALSO,"Compra de Medicinas
Amaryl 2.0
Glucophaje
Cozaar
Famotidina",5,FALSO,FALSO,FALSO,FALSO
1424,1,3,359879,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1425,2,3,220087,185,FALSO,"Compra de Combustibles y Lubricantes
Gasolina super",3,FALSO,FALSO,FALSO,FALSO
1426,3,3,8082498,12,FALSO,"Valor pago de pago de recibo de Energía Eléctrica del Rancho ubicado en San Diego, La Libertad.-",3,FALSO,FALSO,FALSO,FALSO
1427,4,1,22410412,134,FALSO,Valor pago de Factura por consumo de Energía Eléctrica de la casa de San Miguelito.-,3,FALSO,FALSO,FALSO,FALSO
1428,5,3,12486,111,FALSO,"Compra de Combustibles y Lubricantes
5.540 Defenda",3,FALSO,FALSO,FALSO,FALSO
1429,5,3,615320,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1430,5,3,650564,124,FALSO,Compra de una Tarjeta alo,3,FALSO,FALSO,FALSO,FALSO
1431,2,1,19902,1,FALSO,"Compra de Medicinas
Veratad 120mg X30 tab.
Vitamina c",5,FALSO,FALSO,FALSO,FALSO
1432,2,3,30705,41,FALSO,"Compra de Combustibles y Lubricantes
Esso energy 8000 super premiun",3,FALSO,FALSO,FALSO,FALSO
1433,2,1,2699619,13,FALSO,"Valor pago de factura por servicios prestados de Agua Potable.
En la casa ubicada en 5a avenida norte 4-2, Santa Tecla.-",3,FALSO,FALSO,FALSO,FALSO
1434,2,1,22434749,12,FALSO,"Valor pago de factura por consumo de Energía Ele ctrica en la acasa , ubicada en 5a Avenida Norte 4-2 Santa Tecla.-",3,FALSO,FALSO,FALSO,FALSO
1435,1,1,22434745,12,FALSO,Valor pago de impuestos de Alcaldía de la casa Ubicada en Colonia Santa Monica sobre la 7a Calle Oriente 3-4 Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
1436,1,1,22434745,12,FALSO,"Valor pago de factura por consumo de Energía Eléctrica en la casa Ubicada  sobre la 7a calle oriente 3.4, Santa Tecla.-",3,FALSO,FALSO,FALSO,FALSO
1437,1,3,491,1,FALSO,"Copra de Medicinas
Cozaar 50 mg
Amlosyn 10mg
Avandia 4mg",5,FALSO,FALSO,FALSO,FALSO
1438,2,3,13272,200,FALSO,"Colsulta medica a su persona
Medicinas
Materiales
Otros",5,FALSO,FALSO,FALSO,FALSO
1439,2,3,511202,15,FALSO,"Compra de Materiales
Acido Muriático
Cloro Hipoclorito Granulado
Cloro Hipoclorito Tabletas",3,FALSO,FALSO,FALSO,FALSO
1440,5,3,18932,201,FALSO,"Compra de Papelería y Útiles
Plastico para Foorro
3m Cinta Scotch 600 1/2 X36",3,FALSO,FALSO,FALSO,FALSO
1441,1,3,13602,67,FALSO,"Compra de Materiales
5 Libras de Clavo con Cabeza",1,FALSO,FALSO,FALSO,FALSO
1442,5,3,624888,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1443,5,3,620244,124,FALSO,"Compra de Gasolina y Combustible
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1444,1,3,731853,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1445,1,3,99395,127,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun especial",3,FALSO,FALSO,FALSO,FALSO
1446,1,3,525,18,FALSO,"5 Cubetas de arena
3 Bolsas de Cemento",1,FALSO,FALSO,FALSO,FALSO
1447,1,3,233121,23,FALSO,Valor pago de Factura popr consumo de Internet y Cable en la casa Ubicada en 5a Avenida Norte 4-2.  Santa Tecla,3,FALSO,FALSO,FALSO,FALSO
1448,1,1,328657,202,FALSO,"Valor Comprta de Una Chequera serie ""A""  de 50 Cheques.-",4,FALSO,FALSO,FALSO,FALSO
1449,2,3,622211,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con teckron",3,FALSO,FALSO,FALSO,FALSO
1451,1,3,265,1,FALSO,"Compra de Medicinas
1 Glucophage 850mgX40
1 Cozaar 500mg
2 Avandia 4mg x TAB",3,FALSO,FALSO,FALSO,FALSO
1452,2,3,5246,53,FALSO,"Compra de Materiales
2 Libras de Clavo con Cabeza de 2 1/2
2 Librs de Clavo con Cabeza de 3
2 Libras de Clavo con Cabeza de 4
2 Rollos de Alambre de Amarre Galvaniszado",1,FALSO,FALSO,FALSO,FALSO
1453,2,3,80238,127,FALSO,"Compra de Combustibles y Lubricantes
Gasolina Premian Especial",3,FALSO,FALSO,FALSO,FALSO
1454,1,3,2331,1,FALSO,"Compra de Medicinas
Amaryl 2.0 x 20 comprimidos
Famotidina 40mg",3,FALSO,FALSO,FALSO,FALSO
1455,2,3,43439,7,FALSO,"3 Mega calcio
1 Veratad
1 Co Diovan
20 Vitamina c
4 Winasorb",3,FALSO,FALSO,FALSO,FALSO
1456,2,3,223456,39,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun especial",3,FALSO,FALSO,FALSO,FALSO
1457,2,3,224740,39,FALSO,"Compra de Combustibles y Lubricantes
Gasolina super",3,FALSO,FALSO,FALSO,FALSO
1458,5,3,637220,124,FALSO,"Compra de  Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1459,5,1,696,137,FALSO,"Compra de Productos Medicinales
1 Gotukola",3,FALSO,FALSO,FALSO,FALSO
1460,1,3,1152549,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1461,5,3,165236,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1462,1,1,3195422,13,FALSO,Valor pago de Factura por Consumo de Agua potable en la Antigua Oficina.-,3,FALSO,FALSO,FALSO,FALSO
1463,2,3,557436,15,FALSO,"Compras Varias
Cloro Hipoclorito Granulado
Cloro Tricloro Tabletas
Dulce Botoneta",3,FALSO,FALSO,FALSO,FALSO
1464,2,1,3195476,13,FALSO,Valor pago de Recibo de Consumo de Agua Potable en la Oficina de 5a Avenida Norte 4-2.-,3,FALSO,FALSO,FALSO,FALSO
1465,1,1,3195585,13,FALSO,Valor pago de Recibo por Consumo de Agua Potable en la casa de 7a Calle Oriente 3-4 Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
1466,2,1,22650993,12,FALSO,Valor pago de Recibo por Consumo de Energía Eléctrica en la casa de Colonia Utila ubicada en 13 Avenida Sur y 10 Calle Oriente Col. Utila.,3,FALSO,FALSO,FALSO,FALSO
1467,2,1,22712127,12,FALSO,Valor pago de Recibo por Consumo de Energía en la Oficina situada en 5a Avenida Norte 4-2,3,FALSO,FALSO,FALSO,FALSO
1468,4,1,22892517,134,FALSO,Valor pago de Recibo por Consumo de Energía Eléctrica en la casa de San Miguelito numero 1267.-,3,FALSO,FALSO,FALSO,FALSO
1469,1,1,22712122,12,FALSO,Valor pago de Impuestos de Alcaldía de la casa de 7a Calle Oriente 3-4 Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
1470,1,1,22712122,12,FALSO,Valor pago de Recibo Consumo de Energía Eléctrica en la casa de 7a Calle Oriente 3-4 Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
1471,1,3,4530799,3,FALSO,Valor pago por Consumo de Teléfono de Línea Fija en la Casa de 7a Calle Oriente 3-4 Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
1472,2,3,4530787,3,FALSO,Valor pago de Recibo por consumo de Teléfono de Línea Fija en la Oficina,3,FALSO,FALSO,FALSO,FALSO
1473,2,1,946173,40,FALSO,Valor pago de Recibo de Consumo de Cable en la casa de Utila.-,3,FALSO,FALSO,FALSO,FALSO
1474,2,1,6186007,3,FALSO,Valor pago de Recibo de Consumo de Teléfono Celular con Línea.-,3,FALSO,FALSO,FALSO,FALSO
1475,2,3,37,49,FALSO,"Remodelaciones de la casa de San Miguelito Nº 1267 San Salvador.-
NOTA: Siendo este el antepenultimo pago de dicha remodelacion.-",1,FALSO,FALSO,FALSO,FALSO
1476,1,3,1162357,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina  premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1477,2,3,39124,41,FALSO,"Compra de Combustibles y Lubricantes
Gasolina super",3,FALSO,FALSO,FALSO,FALSO
1478,1,3,2448,1,FALSO,"Compra de Medicinas
Cozaar 50mg X14 tabl",3,FALSO,FALSO,FALSO,FALSO
1479,5,3,1316006,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1480,2,1,9336,4,FALSO,Copmpra de Medicionas,3,FALSO,FALSO,FALSO,FALSO
1481,1,3,577980,2,FALSO,"Compra de Materiales
Pìntura protex usa 1 galon",1,FALSO,FALSO,FALSO,FALSO
1482,1,3,557596,15,FALSO,"Compra de Materiales
Sista Silicon Transparente",3,FALSO,FALSO,FALSO,FALSO
1483,2,1,1318121,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1484,2,3,41763,41,FALSO,"Compra de Cpombustibles y Lubricantes
Gasolina energy 8000",3,FALSO,FALSO,FALSO,FALSO
1485,1,3,592,1,FALSO,"Compra de Medicamentos
Amaryl 2.0 x 20 comprimid",3,FALSO,FALSO,FALSO,FALSO
1486,5,3,894,81,FALSO,"Papelería y Útiles
567 Copias
2 Empastados",3,FALSO,FALSO,FALSO,FALSO
1487,1,3,1170705,124,FALSO,"Compra de Copmbustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
1488,1,3,237867,23,FALSO,"Valor pago de mensualidad por los Servicios de Internet y Cable.-
Correspondiente al mes de Agosto de 2006.-",3,FALSO,FALSO,FALSO,FALSO
1489,2,1,59593441,3,FALSO,"Pago de Factura por Consumo de Teléfono en la casa Ubicada en Colonia Utila, Santa Tecla.-",3,FALSO,FALSO,FALSO,FALSO
1490,1,3,8003,127,FALSO,"Compra de Combusribles y Lubricantes
Gasolina premiun especial",3,FALSO,FALSO,FALSO,FALSO
1491,1,3,3412,100,FALSO,"Compra de Materiales
Pintura colonial latex azul firmamento",3,FALSO,FALSO,FALSO,FALSO
1492,1,3,114078,82,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun especial",3,FALSO,FALSO,FALSO,FALSO
1493,1,3,3410,100,FALSO,"Compra de Varios
Ventilador industrial de techo",3,FALSO,FALSO,FALSO,FALSO
1494,1,3,591003,2,FALSO,"Compra de Materiales
Alambre Negro Liso de Amarre
Lamina Galvanissada
Mineral Spirits",3,FALSO,FALSO,FALSO,FALSO
1495,1,3,58676,54,FALSO,"Compra de Materiales
4 Piezas de Tubo Industrial
35 Piezas de Tornillo Autorroscantes
1 Unidad Anticorrosivo Koral",1,FALSO,FALSO,FALSO,FALSO
